ISOESTE IND E COM DE ISOLA TERMICOS LTDA;00289348000140;101307799         ;LOC. DAIA, S/N° - MOD. 14/16 QD 8 DAIA  ;                    ;GO;ANAPOLIS       ;        ;62 ;3161234                                           ;                                                  
BEL DISTRIBUIDOR DE LUBRIFICANTE LTDA   ;07580204000198;0623864570017     ;MENOTTI  MUCCELI 726                    ;                    ;MG;BELO HORIZONTE ;30532270;   ;                                                  ;                                                  
CARLOS SARAIVA IMPORTACAO E COMERCIO LTD;25760877012622;7021042183687     ;;                    ;MG;GOVERNADOR VALA;38610000;   ;                                                  ;                                                  
DRESTE CONSTRUTORA LTDA                 ;23138373000129;7027714390086     ;PCA N. SRA. APARECIDA, N° 64            ;                    ;MG;UBERLANDIA     ;        ;034;32362793                                          ;copy1000@triang.com.br                            
REAL EXPRESSO LTDA                      ;25634551001452;7026092210089     ;PCA TRINTA E UM DE MARCO GH 11          ;                    ;MG;UBERLANDIA     ;38401143;34 ;                                                  ;                                                  
TAFISA BRASIL S/A                       ;01486412000146;9011592624        ;PR 281, KM 31,8                         ;                    ;PR;CURITIBA       ;        ;   ;                                                  ;opinheiro@tafisa.com.br                           
ITAU SEGUROS S/A                        ;61557039000107;;PRACA ALFREDO EGYDIO DE S.ARANHA, 100   ;                    ;SP;SAO PAULO      ;04344902;   ;                                                  ;                                                  
BRASOFTWARE INFORMATICA LTDA            ;57142978000105;546106669110      ;PRACA SANTO ANTONIO, 48 - 2º PISO SL.A  ;                    ;SP;POA            ;08550050;011;46386777                                          ;                                                  
WURTH DO BRASIL PECAS DE FIXACAO LTDA   ;43648971001984;0742838800270     ;QD. 11 LOTES 05/07 - PARTE A            ;                    ;DF;BRASILIA       ;        ;   ;                                                  ;                                                  
LELIO REPRESENTACOES LTDA               ;10902043000116;;QNE 27 LOTE 06 SL 102                   ;                    ;DF;BRASILIA       ;72125270;61 ;33540460                                          ;                                                  
CD REPRESENTACOES LTDA                  ;04831560000149;;QNM 36 CONJ.F CASA 25                   ;                    ;DF;BRASILIA       ;72145340;61 ;33712224                                          ;                                                  
CND REVESTIMENTOS INDUSTRIAIS LTDA      ;05555492000103;0290405548        ;R. ANTONINHO DARCY CAMPAGNOLLO , 81     ;                    ;RS;CAXIAS DO SUL  ;        ;   ;                                                  ;                                                  
COMERCIAL FACIS LTDA                    ;01435768000150;373030923114      ;R. DIMARAES A. SANDEI, 800              ;                    ;SP;J.N. ITAPEVI   ;06694350;11 ;32555577                                          ;                                                  
GIROFLEX S/A                            ;56992902000106;100059423113      ;R. DR. RUBENS GOMES BUENO, 691          ;                    ;SP;SAO PAULO      ;        ;   ;                                                  ;                                                  
FORMILINE IND. DE LAMINADOS LTDA        ;55183248000127;672059201110      ;R. ESTRADA PORTAO DO HONDA, N° 120      ;                    ;SP;SUZANO         ;47416200;11 ;47416305                                          ;                                                  
RAPIDO RODOSINO TRANSP. DE CARGAS LTDA  ;91685024000187;1017189561        ;R. HERCULANO DE ARAUJO, 200             ;                    ;PR;CURITIBA       ;81050090;   ;                                                  ;                                                  
DATASAFE CONSULTORIA LTDA               ;05595678000188;;R.CEL.LINDOLFO RODRIGUES CUNHA 101 B.17 ;                    ;MG;ARAGUARI       ;38440022;34 ;32357083                                          ;info@datasafenet.com.br                           
M.R.CARGAS E ENCOMENDAS  LTDA           ;07348003000160;029.043.8063      ;R.LUDOVICO CAVINATO 2546                ;                    ;RS;CAXIAS DO SUL  ;95032620;054;30267474                                          ;vespercargas@vespercargas.com.br                  
TRANSMAGNA TRANSPORTES LTDA             ;79942140000139;;RED. BR 280 KM 56 Nº 13500              ;                    ;SC;GUARAMIRIM     ;89270000;47 ;373 0900                                          ;transmagna@transmagna.com.br                      
RODO MAR VEICULOS E MAQUINAS LTDA       ;84936426003248;9022406164        ;ROD BR 116, KM 106, N° 18805            ;                    ;PR;PONTA GROSSA   ;        ;   ;                                                  ;                                                  
SOPRANO ELETR. E HIDRAULICA  LTDA       ;88634977000705;283317060         ;ROD EDEGAR L DE FREITAS BR262 KM 361    ;                    ;MS;CAMPO GRANDE   ;79108547;   ;                                                  ;                                                  
TRANSPORTES WARTHA LTDA                 ;01784706000154;0450047458        ;ROD RS 122 KM 62 LI                     ;                    ;RS;FARROUPILHA    ;        ;   ;26282001                                          ;                                                  
EXPRESSO MERCURIO SA                    ;95591723005501;251786978         ;ROD SC 301 KM 60 Nº 222                 ;                    ;SC;SAO BENTO DO SU;        ;47 ;36350009                                          ;                                                  
MAKRO ATACADISTA S/A                    ;47427653003483;7022112040120     ;ROD. BR 050, KM 73, N° 7085             ;                    ;MG;UBERLANDIA     ;38400760;34 ;32335020                                          ;                                                  
COSPLASTIC IND.COM. EMBALAGENS LTDA     ;37305471000118;102354529         ;ROD. BR 153, S/N, KM 1285               ;                    ;GO;APARECIDA DE GO;2826677 ;   ;                                                  ;wilsonmoraisjr@terra.com.br                       
MASISA DO BRASIL LTDA                   ;00606549000124;9015866400        ;ROD. BR 376, KM 503, N° 1690 - SENT. SUL;                    ;PR;PONTA GROSSA   ;        ;031;21210090                                          ;masisa@rjrerpresentacoes.com.br                   
AMAZONAS PROD. P/ CALCADOS LTDA         ;47959697000358;310037275112      ;ROD. PREF. FABIO TALARICO, KM 36        ;                    ;SP;FRANCA         ;        ;16 ;37121900                                          ;fabiano@amazonas.com.br                           
OFFI CER DIST. PROD. INFORM. S/A        ;71702716000421;206181453113      ;ROD. PRESIDENTE CASTELO BRANCO, KM 31   ;                    ;SP;BARUERI        ;50124000;   ;                                                  ;                                                  
SINGER DO BRASIL IND. COM. LTDA         ;61432506000164;244015176112      ;ROD. SANTOS DUMONT, KM 68               ;                    ;SP;CAMPINAS       ;        ;   ;                                                  ;                                                  
EXPRESSO MERCURIO S.A                   ;95591723002405;251778975         ;ROD.BR 101 KM 48 SN                     ;                    ;SC;JOINVILLE      ;89233190;47 ;40095000                                          ;                                                  
SP PLAST LTDA                           ;02460762000104;253625084         ;ROD.SC 301 DONA FRANCISCA, 3475         ;                    ;SC;SAO BENTO DO SU;89290000;47 ;36352000                                          ;                                                  
SEVEN DIST. TRANSPORTE E LOGISITCA LTDA ;05992504000159;7012612310070     ;RODOVIA BR 262                          ;                    ;MG;UBERABA        ;38001970;34 ;33167777                                          ;                                                  
EXPRESSO MERCURIO S/A                   ;95591723002596;251787745         ;RODOVIA BR 470, KM 53 3147 GALPAO A     ;                    ;SC;BLUMENAU       ;89066010;47 ;21025100                                          ;                                                  
ALSCO TOALHEIRO BRASIL LTDA             ;33325184000380;0620124460061     ;RUA A, N° 350                           ;                    ;MG;BELO HORIZONTE ;30670120;31 ;33060200                                          ;alscobh@alsco.com.br                              
RODOVIARIO UNIAO LTDA                   ;00554501001000;4816534830064     ;RUA ADELIO FURTADO OLIVEIRA, 1034       ;                    ;MG;PATROCINIO     ;        ;   ;                                                  ;                                                  
TRANSMAGNA TRANSPORTES LTDA             ;79942140000724;;RUA ADEMAR PENHA, 50                    ;                    ;SP;RIBEIRAO PRETO ;14075370;   ;                                                  ;antonio.machado@netsite.com.br                    
WURTH DO BRASIL PECAS DE FIXACAO LTDA   ;43648971000155;278024442113      ;RUA ADOLF WURTH, 557                    ;                    ;SP;COTIA          ;06713250;011;46131900                                          ;                                                  
TORRALBA INDUSTRIA E COMERCIO LTDA      ;02923986000105;0420035796        ;RUA ADOLFO OTTO KOCH , N° 266           ;                    ;RS;ESTANCIA VELHA ;93600000;51 ;35617501                                          ;vendas@torralba.com.br                            
RAPIDO RODOSINO TRANSP. DE CARGAS LTDA  ;91685024003526;9032773270        ;RUA ALEXANDRE ZANCHETA, 100             ;                    ;PR;SAO JOSE DOS PI;        ;   ;                                                  ;                                                  
OBDC ASSESSORIA E SERVICOS              ;03956266000109;;RUA ANTONIO CRESCENCIO, 1357            ;                    ;MG;UBERLANDIA     ;        ;34 ;32112004                                          ;                                                  
JOELINI INDUSTRIA DE PRODUTOS PLASTICOS ;95390910000134;6280432561        ;RUA ARAPACU LISTRADO, 260 PQ IND II     ;                    ;PR;ARAPONGAS      ;86703295;43 ;31524359                                          ;                                                  
VIDA SEGURADORA S.A                     ;02238239000120;;RUA ARAUJO DE PORTO ALEGRE, 36 - 3ºANDAR;                    ;RJ;RIO DE JANEIRO ;20030010;34 ;32243475                                          ;pasilva@vidaseguradora.com.br                     
INJETA IND. COM. PLASTICOS LTDA         ;92357292000132;0100043151        ;RUA ARLINDO F. BARBOSA, N° 2074         ;                    ;RS;BENTO GONCALVES;4556000 ;054;4556000                                           ;                                                  
OREMINAS - ORG. MINEIRA REPRESENTACöES  ;46042909000103;;RUA BAHIA, 1345 - 16º AND.              ;                    ;MG;BELO HORIZONTE ;30160011;31 ;32743777                                          ;                                                  
VIP TRANSPORTES LTDA                    ;62939244000434;1017543403        ;RUA BARTOLOMEU LOURENCO DE GUSMAO, 1970 ;                    ;PR;CURITIBA       ;81650050;041;32841113                                          ;                                                  
RAPIDO TRANSPAULO LTDA                  ;88317847001206;253877342         ;RUA BENJAMIN CONSTANT, 3130 GALPAO 3    ;                    ;SC;JOINVILLE      ;89200000;47 ;34736988                                          ;                                                  
ALUMISTAR COMPONENTES LTDA              ;03576163000105;0480024413        ;RUA BORGES DE MEDEIROS, 2386            ;                    ;RS;FLORES DA CUNHA;95270000;54 ;32928900                                          ;                                                  
CIA INDL H. CARLOS SCHNEIDER LTDA       ;84709955001265;253825490         ;RUA CACHOEIRA, 70                       ;                    ;SC;JOINVILLE      ;4413999 ;47 ;34413999                                          ;marketing@ciser.com.br                            
ZURICH MINAS BRASIL SEGUROS S/A         ;17197385000121;;RUA CAETES, 745                         ;                    ;MG;BELO HORIZONTE ;        ;   ;                                                  ;                                                  
JOAO CARLOS FUZARI LTDA                 ;00455309000176;195059356114      ;RUA CAMILO DE MORAES, N° 827            ;                    ;SP;BADY BASSITT   ;        ;   ;                                                  ;                                                  
BOY SONYC & SERVICOS LTDA               ;03763339000138;;RUA CAPANEMA, 109 FUNDOS - SL 2         ;                    ;RJ;RIO DE JANEIRO ;21920070;021;22702014                                          ;                                                  
MARITIMA SEGUROS S/A                    ;61383493000180;108345425115      ;RUA CEL XAVIER DE TOLEDO, N° 114        ;                    ;SP;SAO PAULO      ;33352990;11 ;31561925                                          ;                                                  
EMPRESA DE TRANSPORTES SOPRO DIVINO LTDA;44207223000108;182001201111      ;RUA CEL. ANDRE ULSON, N° 350            ;                    ;SP;ARARAS         ;35431600;   ;                                                  ;                                                  
BANCO DES. DE MINAS GERAIS S/A          ;38486817000194;;RUA DA BAHIA, 1600                      ;                    ;MG;BELO HORIZONTE ;30160970;31 ;32198468                                          ;                                                  
SERASA S/A                              ;62173620000694;;RUA DA BAHIA, 916 - ED.MERCANTIL 2 AND C;                    ;MG;BELO HORIZONTE ;30160011;   ;                                                  ;                                                  
UBERTUBOS MATL HIDRAULICO LTDA          ;21588520000137;7025134730009     ;RUA DO CARPINTEIRO, N° 322              ;                    ;MG;UBERLANDIA     ;        ;   ;                                                  ;ubertubos@ubertubos.com.br                        
