SABC010005     ;       ;N     ;CABECEIRA STILE 900X1200X25MM CARVALHO/CARVALHO             ;PT;UN;07                  ;0;0;0;0;11823
3ECPJQBA04005  ;       ;000400;CABECEIRA MONTADA CAMA STILE 900 CARVALHO/CARVALHO          ;PI;UN;00                  ;1133;325;25;0;11824
SBBC05         ;       ;N     ;CABECEIRA LEGGERA ALMOFADADA 1400X1200X25MM                 ;PT;UN;07                  ;0;0;0;0;17988
3ECPJQBA04007  ;       ;000700;CABECEIRA MONTADA CAMA STILE 900 BRANCO/BRANCO              ;PI;UN;00                  ;1133;325;25;0;11828
SABC02         ;       ;N     ;CABECEIRA STILE ALMOFADADA 900X1200X25MM                    ;PT;UN;07                  ;0;0;0;0;17986
SABC03         ;       ;N     ;CABECEIRA LEGGERA ALMOFADADA 900X1200X25MM                  ;PT;UN;07                  ;0;0;0;0;17987
SBBC02         ;       ;N     ;CABECEIRA ART 1400                                          ;PT;UN;07                  ;0;0;0;0;17992
SCBC02         ;       ;N     ;CABECEIRA STILE ALMOFADADA 1600X1200X25MM                   ;PT;UN;07                  ;0;0;0;0;17991
SABC010001     ;       ;N     ;CABECEIRA STILE 900X1200X25MM TABACO/TABACO                 ;PT;UN;07                  ;0;0;0;0;11816
3ECPJQBA04002  ;       ;000300;CABECEIRA MONTADA CAMA STILE 900 TABACO/TABACO              ;PI;UN;00                  ;1133;325;25;0;11817
SBBC010005     ;       ;N     ;CABECEIRA STILE 1400X1200X25MM CARVALHO/CARVALHO            ;PT;UN;07                  ;0;0;0;0;11851
3BBGHPKK02001  ;CJ007  ;N     ;CONJ.LONGARINA ESQ CAMA 140CM CB NOCE CE NOCE               ;PI;UN;00                  ;0;0;0;0;11755
SBBC03         ;       ;N     ;CABECEIRA ART / LEGGERA 1400                                ;PT;UN;07                  ;0;0;0;0;17993
SBBC06         ;       ;N     ;CABECEIRA ART 1400 ALMOFADADA                               ;PT;UN;07                  ;0;0;0;0;17994
SABC010002     ;       ;N     ;CABECEIRA STILE 900X1200X25MM TABACO/BRANCO                 ;PT;UN;07                  ;0;0;0;0;11818
SACB00         ;       ;N     ;CABECEIRA ALTA TIPO 2 CAMA DE 90CM                          ;PT;UN;07                  ;0;0;0;0;987
SBCB00         ;       ;N     ;CABECEIRA ALTA TIPO 2 CAMA DE 140CM                         ;PT;UN;07                  ;0;0;0;0;989
SCAB00         ;CC12   ;999999;CABECEIRA BAIXA TIPO 1 CAMA DE 160CM                        ;PT;UN;07                  ;0;0;0;0;990
3BBRHPKD02002  ;CJ008  ;N     ;CONJ.LONGARINA  MENOR CAMA 140CM CB TABACO CE TABACO        ;PI;UN;00                  ;0;0;0;0;11760
3BBGHPKK02002  ;CJ007  ;N     ;CONJ.LONGARINA ESQ CAMA 140CM CB TABACO CE TABACO           ;PI;UN;00                  ;0;0;0;0;11759
SABC000003     ;       ;000400;CABECEIRA LEGGERA 900X1200X25MM CARVALHO/CARVALHO           ;PT;UN;07                  ;0;0;0;0;11803
SABC000004     ;       ;000700;CABECEIRA LEGGERA 900X1200X25MM BRANCO/BRANCO               ;PT;UN;07                  ;0;0;0;0;11804
3BBGHPKJ02002  ;       ;N     ;CONJ.LONGARINA DIR CAMA 140CM CB TABACO CE TABACO           ;PI;UN;00                  ;0;0;0;0;11758
3ECPJQBA04003  ;       ;000307;CABECEIRA MONTADA CAMA STILE 900 TABACO/BRANCO              ;PI;UN;00                  ;1133;325;25;0;11819
02A3TCMEA2     ;       ;S     ;GR/ST-6 PORTAS PACOTE  CONJ.PORTAS ESQUERDA                 ;PT;UN;07                  ;0;0;0;0;1782
3BBGHPKJ03004  ;CJ010  ;N     ;CONJ.LONGARINA DIR CAMA 160 CM CB BRANCO CE BRANCO          ;PI;UN;00                  ;0;0;0;0;11797
SABC010004     ;       ;N     ;CABECEIRA STILE 900X1200X25MM NOCE/BRANCO                   ;PT;UN;07                  ;0;0;0;0;11821
1EABENMBI0     ;E7     ;N     ;GR/ST-LAT DIR CALCEIRO 759X498X18E                          ;PI;UN;00                  ;0;0;0;4,77;1511
1EABENMBJ0     ;E8     ;N     ;GR/ST-LAT ESQ CALCEIRO 759X498X18E                          ;PI;UN;00                  ;0;0;0;4,77;1512
SCBC010005     ;       ;N     ;CABECEIRA STILE 1600X1200X25MM CARVALHO/CARVALHO            ;PT;UN;07                  ;0;0;0;0;11900
1EACKAIBK0     ;       ;N     ;GR/ST-LAT FILETE FIX PORTA 2233X55X10E                      ;PI;UN;00                  ;0;0;0;0,84;1515
2BAJDMCA00     ;       ;N     ;FACHADA/GAV-CHANF  843X156X18E                              ;PI;UN;00                  ;0;0;0;0;1571
2BAJEMCA00     ;       ;N     ;FACHADA/GAV-CHANF  843X316X18E                              ;PI;UN;00                  ;0;0;0;0;1572
2BABDMCA00     ;       ;N     ;FACHADA/GAV-CHANF  396X156X18E                              ;PI;UN;00                  ;0;0;0;0;1573
1AACIPEF00     ;       ;N     ;ELM/FN-BASE/ESQ  371X565X25E                                ;PI;UN;00                  ;0;0;0;0;1575
3BBRHPKD02003  ;CJ008  ;N     ;CONJ.LONGARINA  MENOR CAMA 140CM CB CARVALHO CE CARVALHO    ;PI;UN;00                  ;0;0;0;0;11764
2AA2TCMEA0     ;       ;N     ;GR/ST-PORTA DIR SOF/ABS 2260X442X18E                        ;PI;UN;00                  ;0;0;0;12,6;1647
2AA3TCMEA0     ;       ;N     ;GR/ST-PORTA ESQ SOF/ABS 2260X442X18E                        ;PI;UN;00                  ;0;0;0;12,6;1648
2AA3TCMFA0     ;G2     ;N     ;GR/ST-PORTA ESQ ABS/ABS 2260X442X18E                        ;PI;UN;00                  ;0;0;0;12,6;1650
1BACPFPFA0001  ;B305   ;000300;MU/CM STILE TOPO  919,5X451X18E  TABACO                     ;PI;UN;00                  ;919,5;451;18;19,37;9895
2AA2NCMFA0     ;G3     ;N     ;GR/ST-PORTA DIR ABS/ABS 1619X442X18E                        ;PI;UN;00                  ;0;0;0;9,02;1738
2BALDMCA00     ;M2     ;N     ;GR/ST FACHADA/GAV-CHANF  888X156X18E                        ;PI;UN;00                  ;0;0;0;0;1739
1DAHFGAA00     ;       ;N     ;GR/ST-GAVETA EXTERNA 888X550X156H                           ;PI;UN;00                  ;0;0;0;0;1740
1AAMKPEL00     ;       ;N     ;CABINE-BASE    915X915X25E                                  ;PI;UN;00                  ;0;0;0;0;1425
1FACIGIAA0     ;       ;N     ;CABINE-FUNDO 2548X695X18E                                   ;PI;UN;00                  ;0;0;0;0;1426
1AAMGPEA00     ;       ;N     ;CABINE-FUNDO 2548X796,5X18E                                 ;PI;UN;00                  ;0;0;0;0;1427
1FACNRIAA0     ;       ;N     ;CABINE-FUNDO 2548X796,5X18E                                 ;PI;UN;00                  ;0;0;0;0;1433
"1BAAVDPEA0   
";       ;N     ;NAO UTILIZAR ESTE CODIGO                                    ;PI;UN;00                  ;0;0;0;0;1470
1EABDEPEB0     ;       ;N     ;EST/PT- LAT/INT PONTE 648X329X25E                           ;PI;UN;00                  ;0;0;0;0;1472
1CACBPEA00     ;       ;N     ;EST/PT-DIVISORIA 383X308X25E                                ;PI;UN;00                  ;0;0;0;0;1474
1EABNAIBK0     ;       ;N     ;GR/ST-LAT FILETE FIX PORTA 1594X55X10E                      ;PI;UN;00                  ;0;0;0;0,6;1625
1CAIMMBA00     ;H4     ;999999;GR/ST-PRATELEIRA 431X498X18E                                ;PI;UN;00                  ;431;498;18;8,13;1638
1EACJUMBI0     ;E3     ;N     ;GR/ST-LAT INT DIR 2233X576X18E                              ;PI;UN;00                  ;0;0;0;16,44;1516
1EACJUMBJ0     ;E2     ;N     ;GR/ST-LAT INT ESQ 2233X576X18E                              ;PI;UN;00                  ;0;0;0;15,29;1517
1EABRNMBB0     ;E5     ;N     ;GR/ST-LAT PRAT 1815X498X18E                                 ;PI;UN;00                  ;0;0;0;11,42;1518
1EABGNMBB0     ;E6     ;N     ;GR/ST-LAT NICHO 665,5X498X18E                               ;PI;UN;00                  ;0;0;0;4,2;1520
1EABVEMEA0     ;       ;N     ;ELM/FN-LT/MENOR 1949X328X18E                                ;PI;UN;00                  ;0;0;0;0;1576
1EACLEMEA0     ;       ;N     ;ELM/FN-LT/MENOR 2269X328X18E                                ;PI;UN;00                  ;0;0;0;0;1577
1EACVEMEA0     ;       ;N     ;ELM/FN-LT/MENOR 2589X328X18E                                ;PI;UN;00                  ;0;0;0;0;1578
1EACLUMEA0     ;       ;N     ;ELM/FN-LT/MAIOR 2269X328X18E                                ;PI;UN;00                  ;0;0;0;0;1580
3BBGHPKJ02004  ;       ;N     ;CONJ.LONGARINA DIR CAMA 140CM CB BRANCO CE BRANCO           ;PI;UN;00                  ;0;0;0;0;11766
3BBRHPKD02004  ;CJ008  ;N     ;CONJ.LONGARINA  MENOR CAMA 140CM CB BRANCO CE BRANCO        ;PI;UN;00                  ;0;0;0;0;11768
1AAEFPFM00     ;       ;N     ;CRD-BASE SF 442X451X25E                                     ;PI;UN;00                  ;0;0;0;0;1743
1BAAMFPFN0     ;       ;N     ;CRD-TOPO SF 442X451X25E                                     ;PI;UN;00                  ;0;0;0;0;1744
1EAALLPGS0     ;       ;N     ;CRD-LAT FUR CENTRAL SF 324X424X25E                          ;PI;UN;00                  ;0;0;0;0;1745
1BAAMFPFM0     ;       ;N     ;CRD-TOPO CF 442X451X25E                                     ;PI;UN;00                  ;0;0;0;0;1747
1FACIGMHA0     ;       ;N     ;CABINE-LAT REVS FUNDO 2538X681,5X18E                        ;PI;UN;00                  ;0;0;0;0;1434
1EACVUMGA0     ;       ;N     ;CABINE-LATERAL EXT REVS 2589X576X18E                        ;PI;UN;00                  ;0;0;0;0;1435
1CAZRPBE00     ;       ;N     ;CABINE-PRATELEIRA 1217X1217X18E                             ;PI;UN;00                  ;0;0;0;0;1436
1BACMPPEM0     ;       ;N     ;CABINE-TOPO        915X915X25E                              ;PI;UN;00                  ;0;0;0;0;1438
1FAALUPAA0     ;       ;N     ;EST/PT-FUNDO 658X1210X10E                                   ;PI;UN;00                  ;0;0;0;0;1475
3BAOHPEM00003  ;Q823   ;000400;LONG. LONGITUDINAL DIR 1999X114,5X25  CARVALHO/CARVALHO     ;PI;UN;00                  ;1999;114,5;25;0;11785
3BAOHPEN00003  ;Q819   ;000400;LONG. LONGITUDINAL ESQ. 1999X114,5X25 CARVALHO/CARVALHO     ;PI;UN;00                  ;0;0;0;0;11786
3BAZHPKK00003  ;Q820   ;000400;LONG. TRANSV. ESQ. 2177X114,5X25  CARVALHO/CARVALHO         ;PI;UN;00                  ;0;0;0;0;11788
SCBC010001     ;       ;N     ;CABECEIRA STILE 1600X1200X25MM TABACO/TABACO                ;PT;UN;07                  ;0;0;0;0;11896
SCBC010002     ;       ;N     ;CABECEIRA STILE 1600X1200X25MM TABACO/BRANCO                ;PT;UN;07                  ;0;0;0;0;11897
1CAHGMEI00002  ;C301   ;000300;MU-DIVISORIA CRIADO MUDO 433X426X18  TABACO/TABACO          ;PI;UN;00                  ;433;426;18;0;9743
SAAB00         ;CC14   ;N     ;CABECEIRA BAIXA TIPO 1 CAMA DE 90CM                         ;PT;UN;07                  ;0;0;0;0;986
SABC010006     ;       ;N     ;CABECEIRA STILE 900X1200X25MM CARVALHO/BRANCO               ;PT;UN;07                  ;0;0;0;0;11825
3ECPJQBA04004  ;       ;000107;CABECEIRA MONTADA CAMA STILE 900 NOCE/BRANCO                ;PI;UN;00                  ;1133;325;25;0;11822
1FAAHCCA00A03  ;F309   ;000300;CO/ST FUNDO GAVETA 842X385X3E  TABACO                       ;PI;UN;00                  ;0;0;0;0;9896
1EACVUMEA0     ;       ;N     ;ELM/FN-LT/MAIOR 2589X328X18E                                ;PI;UN;00                  ;0;0;0;0;1581
1BAAHJPET0     ;       ;N     ;ELM/FN-TOPO DIR/ 371X565X25E                                ;PI;UN;00                  ;0;0;0;0;1582
1BAAHJPEU0     ;       ;N     ;ELM/FN-TOPO ESQ/ 371X565X25E                                ;PI;UN;00                  ;0;0;0;0;1583
1EAXSZMEB1005  ;E322   ;000700;CR/ST - LATERAL DIREITA 484X449X18E  BRANCO/BRANCO          ;PI;UN;00                  ;484;449;18;17,52;9789
1BADPQMEM0     ;B4     ;N     ;CABINE/ST-TOPO 1199,3X1199,3X18                             ;PI;UN;00                  ;1199,3;1199,3;18;0;1702
1CAGMMBC00     ;H1     ;N     ;GR/ST-PRAT C/ FURACAO 427X498X18E                           ;PI;UN;00                  ;0;0;0;2,7;1521
1CAAMIBA00     ;H3     ;N     ;GR/ST-PRAT NICHO 203X498X10E                                ;PI;UN;00                  ;0;0;0;1,28;1523
1BAHHLMEK0     ;B1     ;N     ;GR/ST-TOPO 2673X576X18E                                     ;PI;UN;00                  ;0;0;0;19,37;1525
1BAEGNPEA00    ;       ;N     ;CABINE-TOPO      1236X1236X25E                              ;PI;UN;00                  ;0;0;0;0;1439
3BAWHPKB00     ;       ;N     ;LONG SUP MAIOR CAMA KING 2207X114,5X25,5E                   ;PI;UN;00                  ;0;0;0;0;1440
3BAYHPEA00     ;       ;N     ;CAMA KING-LONG LONGITU VERT 2029X114,5X25                   ;PI;UN;00                  ;0;0;0;0;1441
3BAFHPKD00     ;Q803   ;N     ;LONG. TRANSV. PEQUENA 1057X114,5X25                         ;PI;UN;00                  ;1057;114,5;25;0;1444
1AAKFPFL00     ;       ;N     ;CRD-BASE CF 886X451X25E                                     ;PI;UN;00                  ;0;0;0;0;1748
1BACHFPFN0     ;       ;N     ;CRD-TOPO SF 886X451X25E                                     ;PI;UN;00                  ;0;0;0;0;1749
1AAIFPFB00     ;       ;N     ;CRD-BASE GIRATORIA 600X450X25E                              ;PI;UN;00                  ;0;0;0;0;1750
1EAALLPGR1     ;       ;N     ;MU-LAT FUR GAV/ ESQ CF 442X451X25E                          ;PI;UN;00                  ;0;0;0;0;1752
3BBGHPKJ03003  ;CJ010  ;N     ;CONJ.LONGARINA DIR CAMA 160 CM CB CARVALHO CE CARVALHO      ;PI;UN;00                  ;0;0;0;0;11789
3BBGHPKK03003  ;CJ011  ;N     ;CONJ.LONGARINA ESQ CAMA 160 CM CB CARVALHO CE CARVALHO      ;PI;UN;00                  ;0;0;0;0;11790
3BBRHPKD03003  ;       ;N     ;CONJ.LONGARINA  MENOR CAMA 160CM CB CARVALHO CE CARVALHO    ;PI;UN;00                  ;0;0;0;0;11791
3BAOHPEM00004  ;Q823   ;000700;LONG. LONGITUDINAL DIR 1999X114,5X25  BRANCO/BRANCO         ;PI;UN;00                  ;1999;114,5;25;0;11793
1EAXSZMEB1004  ;E322   ;000400;CR/ST - LATERAL DIREITA 484X449X18E  CARVALHO/CARVALHO      ;PI;UN;00                  ;484;449;18;17,52;9784
3ECPJQBA04006  ;       ;N     ;CABECEIRA MONTADA CAMA STILE 900 CB CARVALHO CE CARVALHO CF ;PI;UN;00                  ;0;0;0;0;11826
1AAPFPEL00002  ;A305   ;000100;MU/CM/ST - BASE 919,5X451X18E  NOCE/NOCE                    ;PI;UN;00                  ;919,5;451;18;19,37;9906
1BACPFPFA0002  ;B305   ;000100;MU/CM STILE TOPO  919,5X451X18E  NOCE                       ;PI;UN;00                  ;919,5;451;18;19,37;9907
1FACCJIAA0     ;       ;N     ;EST/N-FUNDO       2254X460X10E                              ;PI;UN;00                  ;0;0;0;0;1586
1FACCSIAA0     ;       ;N     ;EST/N-FUNDO       2254X910X10E                              ;PI;UN;00                  ;0;0;0;0;1587
