3BAZHPKJ00002  ;Q824   ;000300;LONG. TRANSV. DIR 2177X114,5X25  TABACO/TABACO              ;PI;UN;00                  ;2177;114,5;25;11779
2TM9001800031  ;I1000  ;003100;TAMPO MESA UP 900X600X18E TW                                ;PI;UN;01                  ;900;600;18;51510
2TM9001800040  ;I1000  ;004000;TAMPO MESA UP 900X600X18E CVMZ                              ;PI;UN;01                  ;900;600;18;51511
2TM9001800042  ;I1000  ;004200;TAMPO MESA UP 900X600X18E CVIZ                              ;PI;UN;01                  ;900;600;18;51512
3PP2751500005  ;       ;000700;PAINEL(INTEIRO) 2750X1840X15E BRANCO                        ;PI;UN;01                  ;2750;1840;15;52032
3BBGHPKK03002  ;CJ011  ;N     ;CONJ.LONGARINA ESQ CAMA 160 CM CB TABACO CE TABACO          ;PI;UN;00                  ;0;0;0;11782
3BBRHPKD03002  ;       ;N     ;CONJ.LONGARINA  MENOR CAMA 160CM CB TABACO CE TABACO        ;PI;UN;00                  ;0;0;0;11783
1PO001TA       ;1PO001 ;007100;PORTA MAIOR 2300X440X15  TEKA ART.                          ;PI;UN;42                  ;2300;440;15;52006
1PO001CD       ;1PO001 ;004100;PORTA MAIOR 2300X440X15   CV  DAKAR                         ;PI;UN;42                  ;2300;440;15;52007
3BBGHPKJ03002  ;CJ010  ;N     ;CONJ.LONGARINA DIR CAMA 160 CM CB TABACO CE TABACO          ;PI;UN;00                  ;0;0;0;11781
3ECPJQBA04005  ;       ;000400;CABECEIRA MONTADA CAMA STILE 900 CARVALHO/CARVALHO          ;PI;UN;00                  ;1133;325;25;11824
3ECPJQBA04007  ;       ;000700;CABECEIRA MONTADA CAMA STILE 900 BRANCO/BRANCO              ;PI;UN;00                  ;1133;325;25;11828
3ECPJQBA04002  ;       ;000300;CABECEIRA MONTADA CAMA STILE 900 TABACO/TABACO              ;PI;UN;00                  ;1133;325;25;11817
3BBGHPKK02001  ;CJ007  ;N     ;CONJ.LONGARINA ESQ CAMA 140CM CB NOCE CE NOCE               ;PI;UN;00                  ;0;0;0;11755
3BBRHPKD02002  ;CJ008  ;N     ;CONJ.LONGARINA  MENOR CAMA 140CM CB TABACO CE TABACO        ;PI;UN;00                  ;0;0;0;11760
3BBGHPKK02002  ;CJ007  ;N     ;CONJ.LONGARINA ESQ CAMA 140CM CB TABACO CE TABACO           ;PI;UN;00                  ;0;0;0;11759
3BBGHPKJ02002  ;       ;N     ;CONJ.LONGARINA DIR CAMA 140CM CB TABACO CE TABACO           ;PI;UN;00                  ;0;0;0;11758
3ECPJQBA04003  ;       ;000307;CABECEIRA MONTADA CAMA STILE 900 TABACO/BRANCO              ;PI;UN;00                  ;1133;325;25;11819
3BBGHPKJ03004  ;CJ010  ;N     ;CONJ.LONGARINA DIR CAMA 160 CM CB BRANCO CE BRANCO          ;PI;UN;00                  ;0;0;0;11797
1EABENMBI0     ;E7     ;N     ;GR/ST-LAT DIR CALCEIRO 759X498X18E                          ;PI;UN;00                  ;0;0;0;1511
1EABENMBJ0     ;E8     ;N     ;GR/ST-LAT ESQ CALCEIRO 759X498X18E                          ;PI;UN;00                  ;0;0;0;1512
1EACKAIBK0     ;       ;N     ;GR/ST-LAT FILETE FIX PORTA 2233X55X10E                      ;PI;UN;00                  ;0;0;0;1515
2BAJDMCA00     ;       ;N     ;FACHADA/GAV-CHANF  843X156X18E                              ;PI;UN;00                  ;0;0;0;1571
2BAJEMCA00     ;       ;N     ;FACHADA/GAV-CHANF  843X316X18E                              ;PI;UN;00                  ;0;0;0;1572
2BABDMCA00     ;       ;N     ;FACHADA/GAV-CHANF  396X156X18E                              ;PI;UN;00                  ;0;0;0;1573
1AACIPEF00     ;       ;N     ;ELM/FN-BASE/ESQ  371X565X25E                                ;PI;UN;00                  ;0;0;0;1575
3BBRHPKD02003  ;CJ008  ;N     ;CONJ.LONGARINA  MENOR CAMA 140CM CB CARVALHO CE CARVALHO    ;PI;UN;00                  ;0;0;0;11764
2AA2TCMEA0     ;       ;N     ;GR/ST-PORTA DIR SOF/ABS 2260X442X18E                        ;PI;UN;00                  ;0;0;0;1647
2AA3TCMEA0     ;       ;N     ;GR/ST-PORTA ESQ SOF/ABS 2260X442X18E                        ;PI;UN;00                  ;0;0;0;1648
2AA3TCMFA0     ;G2     ;N     ;GR/ST-PORTA ESQ ABS/ABS 2260X442X18E                        ;PI;UN;00                  ;0;0;0;1650
1BACPFPFA0001  ;B305   ;000300;MU/CM STILE TOPO  919,5X451X18E  TABACO                     ;PI;UN;00                  ;919,5;451;18;9895
2AA2NCMFA0     ;G3     ;N     ;GR/ST-PORTA DIR ABS/ABS 1619X442X18E                        ;PI;UN;00                  ;0;0;0;1738
2BALDMCA00     ;M2     ;N     ;GR/ST FACHADA/GAV-CHANF  888X156X18E                        ;PI;UN;00                  ;0;0;0;1739
1DAHFGAA00     ;       ;N     ;GR/ST-GAVETA EXTERNA 888X550X156H                           ;PI;UN;00                  ;0;0;0;1740
1AAMKPEL00     ;       ;N     ;CABINE-BASE    915X915X25E                                  ;PI;UN;00                  ;0;0;0;1425
1FACIGIAA0     ;       ;N     ;CABINE-FUNDO 2548X695X18E                                   ;PI;UN;00                  ;0;0;0;1426
1AAMGPEA00     ;       ;N     ;CABINE-FUNDO 2548X796,5X18E                                 ;PI;UN;00                  ;0;0;0;1427
1FACNRIAA0     ;       ;N     ;CABINE-FUNDO 2548X796,5X18E                                 ;PI;UN;00                  ;0;0;0;1433
"1BAAVDPEA0   
";       ;N     ;NAO UTILIZAR ESTE CODIGO                                    ;PI;UN;00                  ;0;0;0;1470
1EABDEPEB0     ;       ;N     ;EST/PT- LAT/INT PONTE 648X329X25E                           ;PI;UN;00                  ;0;0;0;1472
1CACBPEA00     ;       ;N     ;EST/PT-DIVISORIA 383X308X25E                                ;PI;UN;00                  ;0;0;0;1474
1EABNAIBK0     ;       ;N     ;GR/ST-LAT FILETE FIX PORTA 1594X55X10E                      ;PI;UN;00                  ;0;0;0;1625
1CAIMMBA00     ;H4     ;999999;GR/ST-PRATELEIRA 431X498X18E                                ;PI;UN;00                  ;431;498;18;1638
1EACJUMBI0     ;E3     ;N     ;GR/ST-LAT INT DIR 2233X576X18E                              ;PI;UN;00                  ;0;0;0;1516
1EACJUMBJ0     ;E2     ;N     ;GR/ST-LAT INT ESQ 2233X576X18E                              ;PI;UN;00                  ;0;0;0;1517
1EABRNMBB0     ;E5     ;N     ;GR/ST-LAT PRAT 1815X498X18E                                 ;PI;UN;00                  ;0;0;0;1518
1EABGNMBB0     ;E6     ;N     ;GR/ST-LAT NICHO 665,5X498X18E                               ;PI;UN;00                  ;0;0;0;1520
1EABVEMEA0     ;       ;N     ;ELM/FN-LT/MENOR 1949X328X18E                                ;PI;UN;00                  ;0;0;0;1576
1EACLEMEA0     ;       ;N     ;ELM/FN-LT/MENOR 2269X328X18E                                ;PI;UN;00                  ;0;0;0;1577
1EACVEMEA0     ;       ;N     ;ELM/FN-LT/MENOR 2589X328X18E                                ;PI;UN;00                  ;0;0;0;1578
1EACLUMEA0     ;       ;N     ;ELM/FN-LT/MAIOR 2269X328X18E                                ;PI;UN;00                  ;0;0;0;1580
3BBGHPKJ02004  ;       ;N     ;CONJ.LONGARINA DIR CAMA 140CM CB BRANCO CE BRANCO           ;PI;UN;00                  ;0;0;0;11766
3BBRHPKD02004  ;CJ008  ;N     ;CONJ.LONGARINA  MENOR CAMA 140CM CB BRANCO CE BRANCO        ;PI;UN;00                  ;0;0;0;11768
1AAEFPFM00     ;       ;N     ;CRD-BASE SF 442X451X25E                                     ;PI;UN;00                  ;0;0;0;1743
1BAAMFPFN0     ;       ;N     ;CRD-TOPO SF 442X451X25E                                     ;PI;UN;00                  ;0;0;0;1744
1EAALLPGS0     ;       ;N     ;CRD-LAT FUR CENTRAL SF 324X424X25E                          ;PI;UN;00                  ;0;0;0;1745
1BAAMFPFM0     ;       ;N     ;CRD-TOPO CF 442X451X25E                                     ;PI;UN;00                  ;0;0;0;1747
1FACIGMHA0     ;       ;N     ;CABINE-LAT REVS FUNDO 2538X681,5X18E                        ;PI;UN;00                  ;0;0;0;1434
1EACVUMGA0     ;       ;N     ;CABINE-LATERAL EXT REVS 2589X576X18E                        ;PI;UN;00                  ;0;0;0;1435
1CAZRPBE00     ;       ;N     ;CABINE-PRATELEIRA 1217X1217X18E                             ;PI;UN;00                  ;0;0;0;1436
1BACMPPEM0     ;       ;N     ;CABINE-TOPO        915X915X25E                              ;PI;UN;00                  ;0;0;0;1438
1FAALUPAA0     ;       ;N     ;EST/PT-FUNDO 658X1210X10E                                   ;PI;UN;00                  ;0;0;0;1475
3BAOHPEM00003  ;Q823   ;000400;LONG. LONGITUDINAL DIR 1999X114,5X25  CARVALHO/CARVALHO     ;PI;UN;00                  ;1999;114,5;25;11785
3BAOHPEN00003  ;Q819   ;000400;LONG. LONGITUDINAL ESQ. 1999X114,5X25 CARVALHO/CARVALHO     ;PI;UN;00                  ;0;0;0;11786
3BAZHPKK00003  ;Q820   ;000400;LONG. TRANSV. ESQ. 2177X114,5X25  CARVALHO/CARVALHO         ;PI;UN;00                  ;0;0;0;11788
1CAHGMEI00002  ;C301   ;000300;MU-DIVISORIA CRIADO MUDO 433X426X18  TABACO/TABACO          ;PI;UN;00                  ;433;426;18;9743
3ECPJQBA04004  ;       ;000107;CABECEIRA MONTADA CAMA STILE 900 NOCE/BRANCO                ;PI;UN;00                  ;1133;325;25;11822
1FAAHCCA00A03  ;F309   ;000300;CO/ST FUNDO GAVETA 842X385X3E  TABACO                       ;PI;UN;00                  ;0;0;0;9896
1EACVUMEA0     ;       ;N     ;ELM/FN-LT/MAIOR 2589X328X18E                                ;PI;UN;00                  ;0;0;0;1581
1BAAHJPET0     ;       ;N     ;ELM/FN-TOPO DIR/ 371X565X25E                                ;PI;UN;00                  ;0;0;0;1582
1BAAHJPEU0     ;       ;N     ;ELM/FN-TOPO ESQ/ 371X565X25E                                ;PI;UN;00                  ;0;0;0;1583
1EAXSZMEB1005  ;E322   ;000700;CR/ST - LATERAL DIREITA 484X449X18E  BRANCO/BRANCO          ;PI;UN;00                  ;484;449;18;9789
1BADPQMEM0     ;B4     ;N     ;CABINE/ST-TOPO 1199,3X1199,3X18                             ;PI;UN;00                  ;1199,3;1199,3;18;1702
1CAGMMBC00     ;H1     ;N     ;GR/ST-PRAT C/ FURACAO 427X498X18E                           ;PI;UN;00                  ;0;0;0;1521
1CAAMIBA00     ;H3     ;N     ;GR/ST-PRAT NICHO 203X498X10E                                ;PI;UN;00                  ;0;0;0;1523
1BAHHLMEK0     ;B1     ;N     ;GR/ST-TOPO 2673X576X18E                                     ;PI;UN;00                  ;0;0;0;1525
1BAEGNPEA00    ;       ;N     ;CABINE-TOPO      1236X1236X25E                              ;PI;UN;00                  ;0;0;0;1439
3BAWHPKB00     ;       ;N     ;LONG SUP MAIOR CAMA KING 2207X114,5X25,5E                   ;PI;UN;00                  ;0;0;0;1440
3BAYHPEA00     ;       ;N     ;CAMA KING-LONG LONGITU VERT 2029X114,5X25                   ;PI;UN;00                  ;0;0;0;1441
3BAFHPKD00     ;Q803   ;N     ;LONG. TRANSV. PEQUENA 1057X114,5X25                         ;PI;UN;00                  ;1057;114,5;25;1444
1AAKFPFL00     ;       ;N     ;CRD-BASE CF 886X451X25E                                     ;PI;UN;00                  ;0;0;0;1748
1BACHFPFN0     ;       ;N     ;CRD-TOPO SF 886X451X25E                                     ;PI;UN;00                  ;0;0;0;1749
1AAIFPFB00     ;       ;N     ;CRD-BASE GIRATORIA 600X450X25E                              ;PI;UN;00                  ;0;0;0;1750
1EAALLPGR1     ;       ;N     ;MU-LAT FUR GAV/ ESQ CF 442X451X25E                          ;PI;UN;00                  ;0;0;0;1752
3BBGHPKJ03003  ;CJ010  ;N     ;CONJ.LONGARINA DIR CAMA 160 CM CB CARVALHO CE CARVALHO      ;PI;UN;00                  ;0;0;0;11789
3BBGHPKK03003  ;CJ011  ;N     ;CONJ.LONGARINA ESQ CAMA 160 CM CB CARVALHO CE CARVALHO      ;PI;UN;00                  ;0;0;0;11790
3BBRHPKD03003  ;       ;N     ;CONJ.LONGARINA  MENOR CAMA 160CM CB CARVALHO CE CARVALHO    ;PI;UN;00                  ;0;0;0;11791
3BAOHPEM00004  ;Q823   ;000700;LONG. LONGITUDINAL DIR 1999X114,5X25  BRANCO/BRANCO         ;PI;UN;00                  ;1999;114,5;25;11793
1EAXSZMEB1004  ;E322   ;000400;CR/ST - LATERAL DIREITA 484X449X18E  CARVALHO/CARVALHO      ;PI;UN;00                  ;484;449;18;9784
3ECPJQBA04006  ;       ;N     ;CABECEIRA MONTADA CAMA STILE 900 CB CARVALHO CE CARVALHO CF ;PI;UN;00                  ;0;0;0;11826
1AAPFPEL00002  ;A305   ;000100;MU/CM/ST - BASE 919,5X451X18E  NOCE/NOCE                    ;PI;UN;00                  ;919,5;451;18;9906
1BACPFPFA0002  ;B305   ;000100;MU/CM STILE TOPO  919,5X451X18E  NOCE                       ;PI;UN;00                  ;919,5;451;18;9907
1FACCJIAA0     ;       ;N     ;EST/N-FUNDO       2254X460X10E                              ;PI;UN;00                  ;0;0;0;1586
1FACCSIAA0     ;       ;N     ;EST/N-FUNDO       2254X910X10E                              ;PI;UN;00                  ;0;0;0;1587
1FACPJIAA0     ;       ;N     ;EST/N-FUNDO       2576X460X10E                              ;PI;UN;00                  ;0;0;0;1588
1CAHNMEE00     ;       ;N     ;GR/PB-DIVIS 45L    433X555X18E                              ;PI;UN;00                  ;0;0;0;1590
1CAWKMBL00     ;C7     ;N     ;CABINE/ST-DIVIS/ MALEIR. 1178X517,5X18                      ;PI;UN;00                  ;1178;517,5;18;1703
1CATMMBK00     ;C5     ;N     ;CABINE/ST-DIVIS/ CABIDEIRO 642X500X18E                      ;PI;UN;00                  ;642;500;18;1705
1EACJPMBB0     ;E13    ;N     ;CABINE/ST-LATERAL INT.ESQ 2232X546X18                       ;PI;UN;00                  ;2233;546;18;1707
1BAANLMEA0     ;       ;N     ;GR/PB-TOPO 45L     433X576X18E                              ;PI;UN;00                  ;0;0;0;1527
3BAQHPKD00     ;       ;N     ;CAMA-LONG.HORZ  1565X114,5X25E                              ;PI;UN;00                  ;0;0;0;1445
3BAUHPKB00     ;       ;N     ;CAMA-LONG.HORZ  2108X114,5X25E                              ;PI;UN;00                  ;0;0;0;1446
3BASHPBA00     ;       ;N     ;CAMA-LONG.VERT  1930X114,5X25E                              ;PI;UN;00                  ;0;0;0;1447
3BACHPEC00     ;       ;N     ;CAMA-LONG/VERT PE   887X114,5X25E                           ;PI;UN;00                  ;0;0;0;1449
1FAAICIA00     ;       ;N     ;CRD- FUNDO 334X394X10E                                      ;PI;UN;00                  ;0;0;0;1754
1DAEGAAA00     ;       ;N     ;CRD- GAVETA 399X400X156H                                    ;PI;UN;00                  ;0;0;0;1757
3BAOHPEN00004  ;Q819   ;000700;LONG. LONGITUDINAL ESQ. 1999X114,5X25  BRANCO/BRANCO        ;PI;UN;00                  ;0;0;0;11794
3BAZHPKJ00004  ;Q824   ;000700;LONG. TRANSV. DIR 2177X114,5X25  BRANCO/BRANCO              ;PI;UN;00                  ;2177;114,5;25;11795
3BAZHPKK00004  ;Q820   ;000700;LONG. TRANSV. ESQ. 2177X114,5X25  BRANCO/BRANCO             ;PI;UN;00                  ;0;0;0;11796
1BADMDPEA0     ;       ;N     ;EST/PT-TOPO 1200X352X25E                                    ;PI;UN;00                  ;0;0;0;1486
1FAAXJIAA0     ;       ;N     ;EST/SU-FUNDO L45 1543X460X10E                               ;PI;UN;00                  ;0;0;0;1489
"1EABLHPER0   
";       ;N     ;EST/SUSP-LAT/EXT/ESQ C/ PTE 1564X354X25E                    ;PI;UN;00                  ;0;0;0;1491
1EABCNMBC0003  ;E309   ;000100;MU-LATERAL ESQ 640X449X18  NOCE/NOCE                        ;PI;UN;00                  ;640;449;18;9908
1EACLRMLF0     ;E12    ;N     ;CABINE/ST-LATERAL EXT.DIR 2321X600X18                       ;PI;UN;00                  ;2321;600;18;1708
1FABXNMHB0     ;F4     ;N     ;CABINE/ST-FUNDO LATERAL 2233X1199X18                        ;PI;UN;00                  ;2233;1199;18;1709
1FABZTIAA0     ;F5     ;N     ;CABINE/ST-FUNDO PEQUENO 2242X526,5X10E                      ;PI;UN;00                  ;2242;526,5;10;1710
1BACGLMBA0     ;       ;N     ;GR/PC-TOPO 90L     883X576X18E                              ;PI;UN;00                  ;0;0;0;1531
1BAENFPFG0     ;       ;999999;MU-TOPO/3DIVIS/45 1393X451X25                               ;PI;UN;00                  ;0;0;0;1534
3BAKHPBC00     ;       ;N     ;CAMA-LONG/VERT PE  1387X114,5X25E                           ;PI;UN;00                  ;0;0;0;1450
1AAFJPEA00     ;       ;N     ;EST/BA-BASE 450X574X25E                                     ;PI;UN;00                  ;0;0;0;1452
1FAAFSIAA0     ;       ;N     ;EST/BA-FUNDO 90L 344X910X10E                                ;PI;UN;00                  ;0;0;0;1454
1CAEMMBA00     ;       ;N     ;GR/ST-LAT PRATELEIRA 759X500X18E                            ;PI;UN;00                  ;0;0;0;1758
1FABWYIAA0     ;F3     ;N     ;GR/ST-FUNDO 2242X902X10E                                    ;PI;UN;00                  ;2242;902;10;1759
1EAALLPGR0     ;       ;N     ;MU-LAT FUR GAV/ DIR CF 324X424X25E                          ;PI;UN;00                  ;0;0;0;1760
LMAB00         ;       ;S     ;CAIXA  FERR -  PE RODIZIOS / SAPATA                         ;PI;UN;00                  ;0;0;0;1762
1BACHFPFM0     ;       ;N     ;CRD-TOPO CF 886X451X25E                                     ;PI;UN;00                  ;0;0;0;1764
6MKLEAA000     ;       ;S     ;CAIXA FERR. CORDINATA ES ROD-SAPATA                         ;PI;UN;00                  ;0;0;0;1765
1EACLRMLC0     ;E1     ;N     ;GR/ST-LAT EXT ESQ 2321X600X18E                              ;PI;UN;00                  ;0;0;0;1768
2BACDMCA00     ;M321   ;999999;FACHADA DE GAVETA 446X156X18E                               ;PI;UN;00                  ;0;0;0;1492
2BACFMCA00     ;       ;N     ;FACHADA GAVETA 45L 446X161X18E                              ;PI;UN;00                  ;0;0;0;1493
1AAWLMEK00     ;A1     ;N     ;GR/ST-BASE 2673X576X18E                                     ;PI;UN;00                  ;0;0;0;1495
1CARMMBA00     ;C2     ;N     ;GR/ST-DIV CENTRAL 873X498X18E                               ;PI;UN;00                  ;873;498;18;1500
1EABVHPEQ0     ;       ;N     ;EST/N-LATERAL/EXT C/FURO GUIA 1949X354X25E                  ;PI;UN;00                  ;0;0;0;1554
1EAXSZMEB0005  ;E321   ;000700;CR/ST - LATERAL ESQUERDA 484X449X18E BRANCO/BRANCO          ;PI;UN;00                  ;484;449;18;9788
1FAAVFCAA0     ;F316   ;999999;MU-FUNDO  1294X442X10                                       ;PI;UN;00                  ;0;0;0;1536
1EABCNMBD0003  ;E308   ;000100;MU-LATERAL DIR 640X449X18  NOCE/NOCE                        ;PI;UN;00                  ;640;449;18;9909
1HACLCAA00     ;       ;N     ;MU-FUNDO/GAVETA 392X385X3,2                                 ;PI;UN;00                  ;0;0;0;1538
1EABALPGA0     ;       ;N     ;MU-LATERAL EXT/ DIR 484X424X25                              ;PI;UN;00                  ;0;0;0;1540
1HAFPCAA00     ;       ;N     ;EST/BA-FUNDO GAVETA L45 409X485X3,2E                        ;PI;UN;00                  ;0;0;0;1455
1EAAPSPEC0     ;       ;N     ;EST/BA-LAT/EXT/DIR 359,5X576X25E                            ;PI;UN;00                  ;0;0;0;1456
1EAAPSPED0     ;       ;N     ;EST/BA-LAT/EXT/ESQ 359,5X576X25E                            ;PI;UN;00                  ;0;0;0;1457
3BBGHPKK03004  ;CJ011  ;N     ;CONJ.LONGARINA ESQ CAMA 160 CM CB BRANCO CE BRANCO          ;PI;UN;00                  ;0;0;0;11798
3BBRHPKD03004  ;       ;N     ;CONJ.LONGARINA  MENOR CAMA 160CM CB BRANCO CE BRANCO        ;PI;UN;00                  ;0;0;0;11799
1EACLRMLN0     ;       ;N     ;GR/ST-LAT EXT DIR 2PORTAS 2321X600X18E                      ;PI;UN;00                  ;0;0;0;1769
1CATMMBJ00     ;C6     ;N     ;CABINE/ST-DIVIS/ GAVETEIRO 642X500X18E                      ;PI;UN;00                  ;642;500;18;1770
1EACLRMLA0     ;E4     ;N     ;GR/ST-LAT EXT DIR 2321X600X18E                              ;PI;UN;00                  ;0;0;0;1771
1CAUMMBA00     ;C1     ;999999;GR/ST-DIV SUP/LAT 883X498X18E                               ;PI;UN;00                  ;883;498;18;1501
1CAHNMBB00     ;       ;N     ;GR/PB-DIVISORIA POCKET 883X555X18E                          ;PI;UN;00                  ;0;0;0;1502
"1FABLHIAA0   
";       ;N     ;GR/PB-FUNDO 1916X442X10E                                    ;PI;UN;00                  ;0;0;0;1503
1FABVFIAA0     ;       ;N     ;GR/PB-FUNDO 2236X442X10E                                    ;PI;UN;00                  ;0;0;0;1505
1EACLHPEA0     ;       ;N     ;EST/N-LATERAL/EXT 2269X354X25E                              ;PI;UN;00                  ;0;0;0;1561
1EACVHPEA0     ;       ;N     ;EST/N-LATERAL/EXT 2589X354X25E                              ;PI;UN;00                  ;0;0;0;1562
1EACLHPEB0     ;       ;N     ;EST/N-LATERAL/INT 2269X354X25E                              ;PI;UN;00                  ;0;0;0;1563
1EABALPGB0     ;       ;N     ;MU-LATERAL EXT/ ESQ 484X424X25                              ;PI;UN;00                  ;0;0;0;1541
1EABILPGA0     ;       ;999999;MU-LATERAL/EXTERNA ESQUERDA 1284X424X25E                    ;PI;UN;00                  ;0;0;0;1542
1EABILMBI0     ;       ;999999;MU-LATERAL/INT/DIR 1284X424X18E                             ;PI;UN;00                  ;0;0;0;1543
1CAQDMBA00     ;       ;N     ;MU-PRATELEIRA L90 RACK TV 883X403X18E                       ;PI;UN;00                  ;0;0;0;1545
2DAFBMC000     ;       ;N     ;BARRA DE FACHADA  378X1840X18E                              ;PI;UN;00                  ;0;0;0;1417
2DAFFMA000     ;       ;N     ;BARRA DE FACHADA  596X1840X18E                              ;PI;UN;00                  ;0;0;0;1419
1AAFDPEA00     ;       ;N     ;EST/N-BASE 450X352X25E                                      ;PI;UN;00                  ;0;0;0;1461
1AANDPEA00     ;       ;N     ;EST/N-BASE L90 900X352X25E                                  ;PI;UN;00                  ;0;0;0;1462
1CAJBPEA00     ;       ;N     ;EST/N-DIVISORIA 450X308X25E                                 ;PI;UN;00                  ;0;0;0;1463
1FABVNIAA0     ;       ;N     ;GR/PB-FUNDO 2236X892X10E                                    ;PI;UN;00                  ;0;0;0;1506
1FSBWIIAA0     ;F2     ;N     ;GR/ST - FUNDO 2242X882X10E                                  ;PI;UN;00                  ;2242;882;10;1508
1EABLHPER0     ;       ;N     ;EST/SU-LAT/ESQ-PT 1564X354X25E                              ;PI;UN;00                  ;0;0;0;1566
1EABLHPED0     ;       ;N     ;EST/SU-LT/EXT/ESQ 1564X354X25E                              ;PI;UN;00                  ;0;0;0;1567
2BADDMCA00     ;       ;N     ;FACHADA/GAV-CHANF  836X156X18E                              ;PI;UN;00                  ;0;0;0;1568
2BAEDMCA00     ;       ;N     ;FACHADA/GAV-CHANF  804X156X18E                              ;PI;UN;00                  ;0;0;0;1570
3BBGHPKJ02003  ;       ;N     ;CONJ.LONGARINA DIR CAMA 140CM CB CARVALHO CE CARVALHO       ;PI;UN;00                  ;0;0;0;11762
1AAXFPFI00     ;       ;999999;MU-BASE/3DIVIS/45 1393X451X25                               ;PI;UN;00                  ;0;0;0;1548
1AAPFPEL00001  ;A305   ;000300;MU/CM/ST - BASE 919,5X451X18E TABACO/TABACO                 ;PI;UN;00                  ;919,5;451;18;9894
1AALLMEA00     ;A3     ;N     ;GR/ST - BASE 893X576X18E                                    ;PI;UN;00                  ;0;0;0;1735
2AA2NCMEA0     ;       ;N     ;GR/ST-PORTA DIR SOF/ABS 1619X442X18E                        ;PI;UN;00                  ;0;0;0;1737
2DAFHMC000     ;       ;N     ;BARRA DE FACHADA  828X1840X18E                              ;PI;UN;00                  ;0;0;0;1420
2DAFIMA000     ;       ;N     ;BARRA DE FACHADA  897X1830X18E                              ;PI;UN;00                  ;0;0;0;1421
2DAJCMC000     ;       ;N     ;BARRA PORTA/PRF/A 2250X446X18E                              ;PI;UN;00                  ;0;0;0;1422
1AAUNPEA00     ;       ;N     ;CABINE-BASE  1236X1236X25E                                  ;PI;UN;00                  ;0;0;0;1424
"1EACFHPEA0   
";       ;N     ;EST/N-LAT/EXT 1949X354X25E                                  ;PI;UN;00                  ;0;0;0;1466
"1EACFHPER0   
";       ;N     ;EST/N-LAT/INT C/PTE 1949X354X25E                            ;PI;UN;00                  ;0;0;0;1467
4AAGHPKA00     ;       ;N     ;TAMPO MESA CAMERETA 900X1100X25E                            ;PI;UN;00                  ;0;0;0;1469
1EACJUMBH0     ;E9     ;N     ;GR/ST-LAT INT  2233X576X18E                                 ;PI;UN;00                  ;0;0;0;1621
1AATLMEB00     ;A2     ;N     ;GR/ST-BASE 1784X576X18E                                     ;PI;UN;00                  ;0;0;0;1622
1CAUNMBJ00     ;C4     ;N     ;GR/ST-DIV GAVETEIRO 883X555X18E                             ;PI;UN;00                  ;883;555;18;1624
1FD3911000     ;F211   ;999999;FUNDO GAVETA 556X389X10E                                    ;PI;UN;00                  ;556;389;10;28200
1EABANMEC0001  ;E311   ;000300;MU-LATERAL EXT/ ESQ 484X449X18  TABACO/TABACO               ;PI;UN;00                  ;484;449;18;9722
1AAEFMFL00     ;       ;N     ;CRD-BASE CF 442X451X18E                                     ;PI;UN;00                  ;0;0;0;2100
